authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
Terry Pratchett,4.23,spa,317.0,525.0,51.0
Terry Pratchett,3.71,eng,210.0,9506.0,301.0
Terry Pratchett-Melvyn Grant,4.11,eng,32.0,8871.0,281.0
Terry Pratchett,3.78,en-US,213.0,7733.0,176.0
Terry Pratchett,4.33,eng,355.0,67.0,2.0
Terry Pratchett,4.21,en-US,649.0,1557.0,24.0
Terry Pratchett,4.38,en-US,377.0,924.0,109.0
Terry Pratchett-Paul Kidby,4.17,eng,160.0,790.0,74.0
Terry Pratchett,3.91,eng,261.0,7450.0,175.0
Peter Milligan-Mike Allred-Paul Pope,3.97,eng,128.0,390.0,16.0
Sean Callahan-Elliot Erwitt,3.73,eng,96.0,7.0,1.0
Robert  Hamburger,4.01,eng,193.0,978.0,116.0
Harold Coyle,4.06,en-US,330.0,8581.0,123.0
Scott MacMillan-Katherine Kurtz,3.52,eng,352.0,184.0,8.0
Tom Clancy,4.03,eng,547.0,76.0,10.0
Clive Cussler-Dirk Cussler,3.9,eng,552.0,10685.0,322.0
Randy Alcorn,4.13,en-US,120.0,3892.0,278.0
Marie McSwigan-Mary Reardon,3.97,eng,208.0,5042.0,461.0
Robert Ludlum,3.89,eng,500.0,1.0,533.6321277526615
Mark Harlan,3.83,eng,267.0,98.0,8.0
Charles W. Sydnor Jr.,4.0,eng,375.0,67.0,7.0
Peter Maurice Wright-Paul Greengrass,3.72,eng,392.0,154.0,22.0
John Maddox Roberts,4.13,eng,288.0,626.0,22.0
Sean McMullen,3.59,eng,416.0,155.0,11.0
Leonard Wibberley,4.06,eng,251.0,26.0,2.0
Damion Hunter,4.14,eng,384.0,34.0,4.0
Avigdor Kahalani,4.18,eng,234.0,97.0,11.0
Jonathan Parshall-Anthony Tully,4.4,eng,612.0,1696.0,141.0
Bob Madgic-William L. Crary-Adrian Esteban,3.77,en-US,264.0,468.0,73.0
Dorothy Roberts,4.2,eng,352.0,145.0,10.0
Caitlin Brennan,3.91,eng,442.0,423.0,12.0
Francine Patterson-Ronald H. Cohn,4.3,eng,32.0,944.0,90.0
W.E.B. Griffin,4.24,eng,464.0,2503.0,31.0
Richard Shenkman,3.48,eng,320.0,215.0,14.0
Robert Ludlum,3.62,en-GB,528.0,18.0,1.0
Jonathan Ryder-Robert Ludlum,3.62,en-GB,469.0,9.0,533.6321277526615
Anne Rice,3.99,eng,343.0,1601.0,141.0
Anne Rice-Tristan Murail,3.99,fre,443.0,295.0,12.0
Rick Hicks-Kathy Hicks,3.36,eng,384.0,28.0,4.0
Ken Grimwood,4.16,en-US,272.0,412.0,64.0
Stephen King-Christel Wiemken,3.76,ger,525.0,67.0,2.0
Radclyffe,4.2,eng,240.0,910.0,24.0
Diana Palmer,4.02,eng,440.0,189.0,3.0
Deb Stover,3.35,eng,256.0,5.0,533.6321277526615
Rita Clay-Emily Doyle-Linda Shaw,4.0,eng,589.0,1.0,533.6321277526615
Greg Iles,3.99,eng,704.0,542.0,56.0
Steve Allen,3.59,eng,348.0,95.0,8.0
Larry McMurtry,4.02,eng,752.0,189.0,28.0
Jack Higgins-Ron Lesser,3.91,eng,352.0,4808.0,84.0
Leon Uris,3.84,eng,495.0,3211.0,63.0
Clive Barker,4.05,eng,698.0,272.0,18.0
Catherine Hapka,3.67,eng,160.0,3.0,533.6321277526615
Dan Birlew,4.14,eng,240.0,35.0,533.6321277526615
Ciruelo Cabral,4.18,eng,144.0,357.0,17.0
Stephanie Rowe,3.98,en-US,342.0,1717.0,76.0
David Noonan,3.75,eng,221.0,783.0,7.0
James A. Owen,3.87,en-US,326.0,9836.0,886.0
Alan Cohen,4.27,eng,416.0,165.0,16.0
Terry Brooks,4.1,en-US,368.0,546.0,29.0
Terry Brooks,4.02,eng,472.0,273.0,12.0
Terry Brooks,3.96,eng,503.0,70.0,3.0
Terry Brooks,4.1,eng,404.0,608.0,68.0
Terry Brooks,3.66,ger,275.0,1128.0,54.0
Terry Brooks,3.77,eng,307.0,618.0,13.0
Terry Brooks-Tony Westermayr,4.16,ger,224.0,5.0,533.6321277526615
Terry Brooks,3.96,en-GB,454.0,72.0,2.0
Terry Brooks-Rainer Gladys,3.96,eng,470.0,4.0,1.0
Terry Brooks-Rainer Gladys,3.9,ger,345.0,5.0,533.6321277526615
Terry Brooks-Rainer Gladys,4.1,ger,382.0,5.0,533.6321277526615
Terry Brooks,3.96,eng,342.4027271401487,1.0,533.6321277526615
Lester del Rey-Terry Brooks,3.8,eng,320.0,73.0,8.0
Terry Brooks,3.85,eng,352.0,10758.0,121.0
Terry Brooks-Erna Tom,3.74,ger,189.0,16.0,533.6321277526615
Terry Brooks-Rosalie Guillaume,3.54,fre,390.0,5.0,1.0
Terry Brooks,3.64,ger,219.0,4.0,533.6321277526615
Terry Brooks,4.05,nl,286.0,4.0,533.6321277526615
Terry Brooks-George  Wilson,4.05,eng,12.0,5.0,533.6321277526615
Terry Brooks-Rainer Gladys,4.05,ger,346.0,3.0,1.0
Terry Brooks-Mechthild Sandberg,3.46,ger,218.0,1.0,533.6321277526615
Terry Brooks-George Lucas-Regina Winter,3.56,ger,320.0,64.0,3.0
Og Mandino,4.2,eng,111.0,6.0,533.6321277526615
Mary Walton,3.95,eng,254.0,183.0,10.0
Oliver Ho-Jamel Akib-Alexandre Dumas-Arthur Pober,4.1,eng,151.0,442.0,30.0
Spencer Johnson,3.78,eng,109.0,60.0,5.0
Joe Kelly-Doug Mahnke-Tom Nguyen,3.66,en-GB,144.0,186.0,11.0
Marc Andreyko-Javier Pina-Jesus Saiz-Brad Walker,3.9,eng,224.0,282.0,22.0
Sabine C. Bauer,3.78,eng,237.0,425.0,27.0
D.W. Buffa,3.78,en-US,322.0,9.0,533.6321277526615
Terri Blackstock,4.35,eng,347.0,3119.0,70.0
Clive Cussler,3.96,eng,576.0,45.0,6.0
Clive Cussler,3.96,en-US,576.0,521.0,33.0
Robert Stock,3.43,en-US,479.0,7.0,533.6321277526615
Sylvia Day-B.J. McCall-Sahara Kelly-Elisa Adams-Denise A. Agnew-Anna J. Evans,3.64,eng,272.0,129.0,8.0
Mark Nesbitt,3.99,eng,75.0,106.0,2.0
Jerry Seinfeld,3.63,eng,180.0,359.0,42.0
Friedrich Dürrenmatt-John J. Neumaier-William Gillis,3.73,ger,208.0,5035.0,74.0
Norman Schwarzkopf-Peter Petre,4.04,eng,640.0,2483.0,87.0
Cecil Adams,4.19,eng,432.0,581.0,23.0
Cecil Adams-Ed Zotti-Slug Signorino,4.22,eng,448.0,218.0,11.0
Cecil Adams-Ed Zotti-Slug Signorino,4.25,eng,512.0,282.0,10.0
Richard P. Feynman-Robert B. Leighton-Matthew L. Sands-Paul Davies,4.2,en-US,176.0,160.0,17.0
Richard P. Feynman-Robert B. Leighton-Matthew L. Sands,4.61,eng,512.0,17.0,2.0
Alan Dean Foster,3.73,en-US,232.0,445.0,21.0
Alan Dean Foster,3.87,eng,257.0,1149.0,25.0
Alan Dean Foster,3.69,eng,358.0,34.0,533.6321277526615
Alan Dean Foster,3.42,eng,370.0,56.0,3.0
Alan Dean Foster,3.94,en-US,352.0,2295.0,33.0
Alan Dean Foster,3.95,en-US,342.0,1352.0,46.0
Alan Dean Foster,3.94,eng,236.0,2233.0,25.0
Alan Dean Foster,3.79,eng,280.0,1845.0,16.0
Alan Dean Foster,4.03,eng,231.0,2217.0,28.0
Alan Dean Foster,3.95,eng,273.0,1456.0,64.0
Alan Dean Foster,3.84,eng,304.0,30.0,533.6321277526615
Alan Dean Foster-George Alec Effinger-Jack McDevitt-Nina Kiriki Hoffman-Mike Resnick-R.A. Lafferty-Tobias Grace-Laura Resnick-Margaret Ball-Ron Goulart-Mel Gilden-Edward Wellen-Wolfgang Jeschke-Greg Costikyan-Esther M. Friesner-Steve Rasnic Tem,3.88,eng,242.0,49.0,1.0
Alan Dean Foster,3.52,eng,344.0,3810.0,92.0
Alan Dean Foster,3.86,eng,294.0,34.0,1.0
Alan Dean Foster,3.61,en-US,344.0,458.0,7.0
Alan Dean Foster,3.65,eng,388.0,35.0,533.6321277526615
Alan Dean Foster-James Gurney,3.97,eng,416.0,281.0,12.0
Alan Dean Foster-Tony Westermayr-Gert Rottenecker,3.25,ger,222.0,21.0,533.6321277526615
Alan Dean Foster,3.33,eng,313.0,266.0,23.0
Alan Dean Foster,3.57,eng,217.0,223.0,10.0
Alan Dean Foster,3.81,eng,304.0,1228.0,21.0
Alan Dean Foster,3.86,eng,313.0,26.0,3.0
Alan Dean Foster,3.25,eng,297.0,7657.0,343.0
Ryūnosuke Akutagawa-Jay Rubin-Haruki Murakami-Yoshihiro Tatsumi,4.13,eng,268.0,4538.0,224.0
Lucille Colandro-Jared Lee-Skip Hinnant,3.87,eng,1.0,12.0,1.0
Oliver Ho-Jamel Akib-Arthur Pober-Stephen Crane,3.85,eng,160.0,58.0,7.0
Robert Jordan-Charles Keegan,4.27,eng,464.0,292.0,5.0
Robert Jordan,3.78,en-GB,510.0,31.0,4.0
Cynthia Lennon,3.84,en-US,190.0,390.0,15.0
SparkNotes-Mary Wollstonecraft Shelley,3.47,eng,72.0,16.0,533.6321277526615
Mary Wollstonecraft Shelley-Anca Munteanu,3.78,eng,240.0,143.0,3.0
Gary Friedrich-Doug Moench-John Buscema-Mike Ploog-Val Mayerick,3.61,eng,496.0,67.0,7.0
Mary Wollstonecraft Shelley,3.78,en-US,448.0,18.0,4.0
Mary Wollstonecraft Shelley,3.78,en-US,450.0,19.0,3.0
Theodore Roszak,3.55,eng,440.0,223.0,24.0
Mary Wollstonecraft Shelley-Leonard Wolf-Christopher H. Bing,3.78,eng,357.0,41.0,6.0
Christopher Bram,4.11,eng,276.0,567.0,48.0
Mary Wollstonecraft Shelley,3.78,en-GB,189.0,84.0,4.0
R. Gary Patterson-Jay Fox,3.73,eng,208.0,425.0,37.0
Harpo Marx-Rowland Barber,4.4,eng,482.0,1934.0,233.0
Ray McAllister-Vicki McAllister,3.92,eng,228.0,38.0,13.0
Sarah Mayberry,3.7,eng,249.0,490.0,44.0
Sarah Mayberry,3.74,eng,251.0,514.0,34.0
Robert Greene-Joost Elffers,4.3,en-US,496.0,7292.0,335.0
Marc Eliot,3.85,eng,463.0,919.0,91.0
Starr Smith-Walter Cronkite,3.92,eng,288.0,426.0,54.0
Michael Munn,3.95,eng,317.0,182.0,31.0
Tim Winton,3.86,eng,465.0,9121.0,499.0
Stuart Woods,3.88,en-US,448.0,6000.0,258.0
John G. Fuller,3.48,en-US,221.0,49.0,6.0
Babette Rothschild,4.27,eng,208.0,1420.0,40.0
Mary Balogh,4.08,eng,361.0,7590.0,342.0
Sue William Silverman,4.1,en-US,288.0,714.0,61.0
Christopher Pike,3.66,eng,256.0,2169.0,61.0
Sandra Benítez,3.6,eng,176.0,719.0,97.0
Linda Lay Shuler,4.03,eng,496.0,6631.0,144.0
Shauna Singh Baldwin,3.9,eng,471.0,2266.0,145.0
Maggie Shayne,4.25,eng,251.0,388.0,15.0
Judith McNaught,3.95,eng,418.0,10463.0,240.0
Teresa Medeiros,3.88,eng,353.0,3522.0,191.0
James Luceno-David West Reynolds-Ryder Windham,4.34,eng,272.0,1067.0,38.0
Daniel  Wallace-Ryder Windham,4.34,eng,160.0,917.0,18.0
James Luceno-Kerrie Dougherty-Simon Beecroft-Kristin Lund-Hans Jenssen-Richard Chasemore,4.3,eng,175.0,128.0,8.0
Michael Littlefield,4.62,eng,128.0,27.0,2.0
Ann Margaret Lewis-Helen Keier-Chris Trevas-William O'Connor,4.16,eng,227.0,247.0,10.0
Daniel  Wallace-Mark Chiarello-Tommy Lee Edwards-John Van Fleet,4.3,eng,256.0,638.0,13.0
Troy Denning,3.49,eng,357.0,3756.0,53.0
Welles Hartley-Davide Fabbri-Christian Dalla Vecchia,3.8,eng,144.0,103.0,7.0
Timothy Zahn,3.98,eng,324.0,6637.0,270.0
John Knoll-J.W. Rinzler,4.13,eng,744.0,86.0,9.0
John Ostrander-W. Haden Blackman,3.85,eng,128.0,868.0,35.0
J.W. Rinzler-Peter  Jackson,4.54,eng,362.0,1148.0,89.0
W. Haden Blackman,4.08,eng,224.0,205.0,7.0
Wesley Martin-Frankie Frankeny,3.85,eng,60.0,198.0,14.0
Bonnie Burton-Matt Busch-Tom Hodges,4.04,eng,96.0,46.0,11.0
Thomas Andrews-Scott Allie,3.71,eng,144.0,116.0,9.0
W. Haden Blackman-Ian Fullwood,4.1,eng,200.0,203.0,7.0
John Jackson Miller-Travis Charest-Michael Atiyeh-Brian Ching-Travel Foreman,4.07,eng,152.0,1723.0,94.0
Stephen J. Sansweet-Peter Vilmur,4.48,eng,320.0,60.0,2.0
Greg Keyes-J. Gregory Keyes,3.77,eng,292.0,6333.0,64.0
John Ostrander-Welles Hartley-Jan Duursema,4.11,eng,144.0,391.0,25.0
Robin  Davis-Frankie Frankeny,3.92,eng,132.0,916.0,55.0
Daniel  Wallace-Michael Sutfin,3.96,eng,224.0,355.0,3.0
George Lucas-Donald F. Glut-James Kahn,4.25,eng,705.0,4168.0,126.0
Dave Land-Peter David-Dave Cooper-Dan Jolley-Doug Wheatley-Tom Fowler-Kilian Plunkett-Sean Phillips-Ryder Windham-John Ostrander-Jan Duursema-Timothy Zahn-Darko Macan-Rich Handley-Igor Kordey-Ron Marz-Rich Hedden-Rick Leonardi-Claudio Castellini-Martin Egeland-Lovern Kindzierski-Chris Brunner-Peet Janes-Jim Woodring,3.89,eng,220.0,894.0,36.0
John Ostrander-Jan Duursema,4.04,eng,168.0,463.0,18.0
John Ostrander-Jan Duursema-Dan Parsons,4.09,eng,144.0,398.0,19.0
Troy Denning,3.95,eng,605.0,7590.0,105.0
Aaron Allston,4.03,eng,320.0,7448.0,93.0
James Luceno-John Goodson-Robert E. Barnes,4.17,eng,64.0,727.0,15.0
Terryl Whitlatch-Bob Carrau,4.42,eng,173.0,393.0,22.0
Matthew Bortolin,4.03,eng,224.0,343.0,35.0
Rob Williams-Michel Lacombe,3.94,eng,128.0,509.0,23.0
Scott Allie-Ryan Benjamin-Curtis Arnold,3.8,eng,96.0,600.0,31.0
Matthew Woodring Stover-George Lucas,4.13,eng,418.0,11319.0,631.0
Curtis Saxton-Hans Jenssen-Richard Chasemore,4.21,eng,32.0,95.0,4.0
W. Haden Blackman-Matt Fillbach-Shawn Fillbach-Ronda Pattison-Mike Kennedy-Stewart McKenney-Rick Lacy-Dan Jackson-Michael David Thomas-Joshua Elliott,3.83,eng,88.0,165.0,8.0
Matthew Woodring Stover,4.0,eng,320.0,6765.0,124.0
Ron Marz-Jeremy Barlow-Brandon Badeaux,3.51,eng,120.0,128.0,8.0
Sean Stewart,3.88,eng,329.0,3889.0,110.0
Johnny Cash,3.96,eng,300.0,814.0,57.0
Brian Copeland,4.04,eng,272.0,346.0,79.0
Yosef A.A. Ben-Jochannan,4.56,eng,442.0,175.0,7.0
Black Elk-John G. Neihardt,4.14,eng,270.0,9916.0,419.0
Eric Flint-David Weber-Mercedes Lackey-Dave Freer-Andrew Dennis-Virginia DeMarce-Loren K. Jones-S.L. Viehl-Anette M. Pedersen-Jonathan Cresswell-Scott Washburn-Deann Allen-Mike Turner-Greg Donahue-Walt Boyes-Jody Dorsett-K.D. Wentworth,3.89,eng,722.0,1929.0,63.0
Eric Flint-Andrew Dennis,3.75,eng,420.0,1299.0,32.0
Clyde Robert Bulla,3.67,eng,135.0,3.0,1.0
Tom Arnett-Dick Stivers-Don Pendleton,3.67,eng,342.4027271401487,36.0,2.0
Michael Streissguth,3.79,eng,334.0,277.0,25.0
Eric Bischoff-Jeremy Roberts,3.6,en-GB,389.0,1119.0,58.0
Amy Goldman Koss,3.87,eng,144.0,889.0,180.0
Joseph Campbell-David Kudler,4.42,eng,224.0,330.0,17.0
Joseph Campbell,4.22,en-GB,160.0,943.0,46.0
Geoff Emerick-Howard Massey-Elvis Costello,4.25,eng,400.0,4205.0,243.0
Simon Wells,4.16,eng,744.0,97.0,13.0
Steve Turner,4.18,eng,224.0,152.0,10.0
Philip Norman,4.03,eng,546.0,4452.0,124.0
Alan Aldridge-The Beatles,4.25,eng,272.0,1348.0,31.0
Chris Ingham,3.87,eng,325.0,46.0,4.0
The Beatles,4.45,eng,303.0,62.0,533.6321277526615
Peter     Brown-Steven Gaines-Anthony DeCurtis,4.09,eng,464.0,2438.0,106.0
Mark Hertsgaard,4.16,eng,448.0,1093.0,44.0
Mark Lewisohn-Peter  Guzzardi,4.38,eng,365.0,17.0,533.6321277526615
Keith Badman-Keith Badman,4.53,eng,376.0,12.0,533.6321277526615
Peter J. Smith,3.53,en-US,206.0,51.0,12.0
David Quantick,3.59,eng,208.0,16.0,1.0
Steve Turner,4.18,eng,224.0,1999.0,90.0
Hunter Davies,4.1,en-US,416.0,67.0,5.0
Richard Buskin-Allan Kozinn,3.75,eng,384.0,16.0,2.0
Maxwell Mackenzie,3.83,en-US,224.0,71.0,12.0
Hunter Davies,4.1,eng,357.0,44.0,3.0
Meredith Daneman,4.05,eng,704.0,249.0,18.0
Thomas Lewis-Fari Amini-Richard Lannon,4.11,eng,288.0,3516.0,408.0
Howard F. Lyman-Glen Merzer,4.13,en-US,224.0,1804.0,165.0
Dan Millman,4.1,eng,464.0,17.0,1.0
Wayne G. Hammond-Douglas A. Anderson,4.44,eng,434.0,1.0,533.6321277526615
J.R.R. Tolkien-Martin Shaw,4.15,eng,342.4027271401487,57.0,3.0
Günter Grass-Michael Henry Heim,3.45,eng,248.0,775.0,52.0
Marcel Proust,4.14,eng,534.0,21.0,1.0
Lisa Scottoline,3.87,en-US,504.0,4847.0,261.0
Phyllis A. Bird,3.71,eng,304.0,7.0,533.6321277526615
Robert Todd Carroll,4.03,eng,446.0,522.0,11.0
Mark Crispin Miller,3.56,eng,370.0,208.0,18.0
Charles Mackay,3.89,eng,724.0,33.0,4.0
Martin S. Fridson-Charles Mackay-Joseph de La Vega,3.91,en-GB,224.0,34.0,3.0
Gustave Le Bon-Charles Mackay,3.94,eng,288.0,379.0,21.0
James L. Stokesbury,3.65,eng,280.0,110.0,9.0
Kathryn Lasky,4.0,en-US,242.0,10946.0,395.0
Kathryn Lasky,4.07,eng,198.0,9852.0,273.0
Kathryn Lasky,3.79,eng,160.0,259.0,56.0
Arthur C. Clarke,3.68,eng,264.0,5731.0,169.0
Arthur C. Clarke,4.24,eng,747.0,272.0,19.0
Arthur C. Clarke-Stephen Baxter,3.83,eng,356.0,3894.0,147.0
Bram Stoker-Richard Dalby,3.49,eng,272.0,54.0,6.0
David Goodis,3.72,en-US,155.0,277.0,25.0
David Goodis-Adrian Wootton,3.69,en-US,181.0,143.0,21.0
David Goodis-Adrian Wootton,3.64,en-US,183.0,342.0,38.0
Alma Flor Ada-Leslie Tryon,4.12,en-US,32.0,7.0,533.6321277526615
Helen Fielding,3.56,en-US,338.0,2083.0,91.0
Carolyn Keene,3.89,en-US,160.0,500.0,17.0
Carolyn Keene,3.76,eng,160.0,331.0,11.0
Stan Hoig-Nick Eggenhofer,3.43,eng,200.0,3.0,1.0
Sandy Petersen,4.45,eng,191.0,27.0,2.0
Masamune Shirow,4.18,eng,350.0,8135.0,288.0
Junichi Fujisaku,3.98,en-US,220.0,163.0,9.0
Masamune Shirow,4.18,en-GB,368.0,59.0,3.0
Masaki Yamada-Yuji Oniki-Carl Gustav Horn-Daigo Shinma-Keita Saeki-Mamoru Oshii-Shinji Maki,3.99,eng,196.0,23.0,3.0
Cait London,3.79,en-US,384.0,272.0,21.0
Cait London,4.12,eng,192.0,47.0,1.0
Cait London,3.66,en-US,384.0,112.0,11.0
Cait London,4.22,eng,296.0,64.0,2.0
Robert Kanigher-Joe Kubert-Russ Heath-Mark Chiarello-Jerry Grandinetti-Irv Novack,4.56,eng,224.0,18.0,1.0
Robert Kanigher-Bob Haney-Joe Kubert-Jerry Grandinetti,4.18,eng,240.0,46.0,1.0
Joe Kubert,3.48,en-US,144.0,75.0,11.0
Mine Yoshizaki,4.2,eng,192.0,76.0,1.0
William Strunk Jr.-E.B. White,4.2,en-US,85.0,204.0,15.0
Lawrence Watt-Evans,3.7,eng,208.0,478.0,16.0
Phillip C. McGraw,3.55,en-US,283.0,799.0,73.0
Phillip C. McGraw,3.55,en-US,284.0,66.0,13.0
Martha Heineman Pieper-William J. Pieper,3.86,eng,272.0,98.0,10.0
Amy Tan-Gretchen Schields,4.02,eng,40.0,967.0,54.0
Amy Tan,3.98,eng,352.0,414.0,47.0
Amy Tan-Joan Chen,3.98,eng,11.0,175.0,49.0
Amy Tan,4.0,ger,480.0,22.0,533.6321277526615
Debra Marquart,3.77,en-US,270.0,381.0,76.0
Lawrence Durrell,3.9,eng,332.0,21.0,2.0
Gordon Bowker,3.83,eng,480.0,36.0,7.0
Anita Desai,3.68,eng,183.0,2169.0,135.0
Anita Desai,3.35,eng,204.0,935.0,72.0
Anita Desai,3.47,eng,240.0,648.0,45.0
Kristian Fraga,4.28,eng,192.0,100.0,8.0
Colin Wilson,4.08,eng,672.0,348.0,14.0
Colin Wilson,3.92,eng,606.0,34.0,6.0
Miguel de Cervantes Saavedra-John Macklin,4.2,eng,167.0,4.0,2.0
Paul Burrell,3.62,eng,144.0,46.0,3.0
James Ellroy,4.11,eng,472.0,10397.0,273.0
James Ellroy,3.48,eng,288.0,1060.0,39.0
James Ellroy-Art Cooper,3.59,en-US,288.0,1723.0,48.0
James Ellroy,3.52,eng,288.0,975.0,38.0
James Ellroy,4.21,eng,592.0,11320.0,604.0
Nancy Bartholomew,3.69,eng,336.0,72.0,5.0
Stephen R. Covey,4.15,en-US,389.0,53.0,5.0
Steven Johnson,3.49,en-US,254.0,3939.0,460.0
Arthur C. Clarke,3.96,en-US,245.0,103.0,15.0
David Neiwert,3.97,eng,288.0,55.0,5.0
Jennifer Frantz-Robbin Cuddy-Thompson Brothers,4.14,eng,24.0,37.0,2.0
William H. Keith Jr.,3.89,eng,321.0,428.0,6.0
C.S. Friedman,3.89,en-US,464.0,4164.0,198.0
C.S. Friedman,3.88,eng,530.0,2426.0,128.0
C.S. Friedman,4.17,en-US,432.0,99.0,6.0
C.S. Friedman,4.05,eng,495.0,2428.0,94.0
C.S. Friedman,4.04,en-US,564.0,3068.0,182.0
Elizabeth Lowell-Ann Maxwell,3.78,eng,448.0,1115.0,62.0
Elizabeth Lowell,3.78,eng,384.0,1076.0,43.0
Elizabeth Lowell,3.92,eng,256.0,845.0,26.0
Elizabeth Lowell,3.93,en-US,400.0,2164.0,73.0
Ann Maxwell-Elizabeth Lowell,3.65,eng,416.0,1164.0,48.0
Elizabeth Lowell,3.98,en-US,576.0,2188.0,65.0
Joan Jonker,4.48,eng,416.0,124.0,7.0
Jim  Murphy-John Manders,3.71,en-US,32.0,70.0,17.0
William Easterly,3.96,spa,344.0,6.0,533.6321277526615
Tim LaHaye-Bob Phillips,4.23,eng,416.0,3061.0,70.0
Anya Seton-Philippa Gregory,3.86,en-US,440.0,2758.0,147.0
Anya Seton-Philippa Gregory,4.08,en-US,588.0,4133.0,317.0
Anya Seton,3.69,eng,320.0,846.0,51.0
Todd Gitlin,3.55,en-US,256.0,112.0,11.0
Todd Gitlin,3.71,en-US,352.0,81.0,6.0
Todd Gitlin,3.72,en-US,544.0,456.0,40.0
Todd Gitlin,3.59,en-US,167.0,2.0,1.0
Todd Gitlin,3.71,eng,344.0,8.0,533.6321277526615
Joan Holub-Lynne Avril Cravath,3.48,en-US,32.0,54.0,11.0
Stephen King,4.01,eng,427.0,176.0,20.0
Edgar Allan Poe-J. Gerald Kennedy,4.3,eng,672.0,219.0,18.0
Edgar Allan Poe-Gary Richard Thompson,4.26,en-US,576.0,674.0,13.0
H.P. Lovecraft-Joyce Carol Oates,4.2,eng,352.0,5194.0,133.0
H.P. Lovecraft-Lin Carter,4.12,eng,208.0,2734.0,63.0
H.P. Lovecraft-Barbara Hambly,4.3,eng,379.0,9380.0,88.0
Pat Harrigan-Brian  Wood-Jeremy McHugh,4.04,eng,191.0,139.0,9.0
H.P. Lovecraft-James Turner-Clark Ashton Smith-Robert E. Howard-Frank Belknap Long-August Derleth-Robert Bloch-Henry Kuttner-Fritz Leiber-Brian Lumley-Ramsey Campbell-Colin Wilson-Joanna Russ-Karl Edward Wagner-Philip José Farmer-Stephen King-Richard A. Lupoff,4.2,eng,462.0,4154.0,104.0
H.P. Lovecraft-E. Hoffmann Price-Neil Gaiman,4.26,eng,387.0,5964.0,143.0
Carolyn Meyer,3.88,eng,242.0,78.0,11.0
Carolyn Meyer,3.87,en-GB,240.0,3478.0,190.0
Carolyn Meyer,3.79,en-US,208.0,2185.0,117.0
Carolyn Meyer,3.76,eng,272.0,1064.0,73.0
Carolyn Meyer-Carme Camps Monf,3.7,spa,184.0,7.0,533.6321277526615
Monte Cook,4.2,eng,96.0,5.0,1.0
Lillian de la Torre,3.93,eng,191.0,12.0,3.0
Loree Lough,3.81,eng,256.0,36.0,1.0
Candace Ward,3.95,eng,208.0,289.0,32.0
Bob Blaisdell-Pat Ronson Stewart,4.5,eng,96.0,2.0,533.6321277526615
Debra Hess,4.0,eng,40.0,1.0,533.6321277526615
Debra Hess,3.83,eng,40.0,4.0,533.6321277526615
Debra Hess,4.0,eng,40.0,1.0,533.6321277526615
Debra Hess,4.0,eng,40.0,3.0,2.0
Debra Hess,4.0,eng,39.0,3.0,533.6321277526615
Kay Redfield Jamison,4.01,en-US,384.0,4087.0,197.0
Kay Redfield Jamison,4.05,en-US,240.0,297.0,21.0
Kay Redfield Jamison-Angelica Bustamante de Simon,4.01,spa,332.0,1.0,533.6321277526615
Paul J. Mikol-Dean Koontz-F. Paul Wilson-Sheri S. Tepper-Ray Garton,4.01,eng,329.0,260.0,4.0
Raymond T. McNally,3.51,eng,254.0,149.0,25.0
Stephen Jay Gould,4.12,eng,352.0,8049.0,172.0
G. Edward White,3.67,eng,648.0,17.0,2.0
James Robert Smith-Stephen Mark Rainey,3.47,eng,237.0,15.0,3.0
Robert M. Price-Edward Pickman Derby-Peter Cannon-Stephen Mark Rainey-Lin Carter-Henry Kuttner-Ramsey Campbell-Thomas Ligotti-Richard L. Tierney-Gary    Myers-Donald R. Burleson-C.J. Henderson-Stephen Studach-John Glasby-Allen Mackey,3.75,eng,260.0,122.0,5.0
Scott David Aniolowski-Penelope Love-Kevin Ross-Fred Behrendt-Todd A. Woods-John T. Snyder,3.89,eng,144.0,9.0,533.6321277526615
Cynthia J. Arnson-I. William Zartman,3.44,eng,320.0,9.0,533.6321277526615
Frederick Douglass-John W. Blassingame-John R. McKivigan-Peter P. Hinks,4.0,eng,148.0,441.0,33.0
Frederick Douglass-David W. Blight,4.0,eng,188.0,495.0,36.0
Frederick Douglass-Gregory Stephens-Peter J. Gomes,4.0,eng,144.0,394.0,44.0
Frederick Douglass,4.0,eng,208.0,57.0,8.0
Frederick Douglass-Harriet Ann Jacobs-Kwame Anthony Appiah,4.0,eng,464.0,966.0,88.0
Reinaldo Arenas,4.17,spa,343.0,383.0,30.0
Reinaldo Arenas-Andrew Hurley-Thomas Colchie,3.92,eng,240.0,349.0,35.0
Reinaldo Arenas-Andrew Hurley-Thomas Colchie,4.08,en-US,288.0,180.0,8.0
Reinaldo Arenas-Andrew Hurley-Thomas Colchie,3.78,eng,176.0,137.0,12.0
Anne Stuart,3.81,eng,360.0,3268.0,245.0
Anne Stuart,3.8,eng,320.0,1105.0,87.0
Anne Stuart,3.94,eng,378.0,3149.0,190.0
Anne Stuart,3.74,eng,363.0,1235.0,87.0
Anne Stuart,3.63,eng,384.0,755.0,37.0
Anne Stuart,3.83,eng,409.0,1203.0,91.0
Anne Stuart,3.69,eng,396.0,664.0,64.0
Anne Stuart,3.63,eng,348.0,256.0,17.0
